,System_ID,log-gamma,T,Solvent_SMILES,Solute_SMILES,T_str,Rare_species,Rare_solvent_solute,key_class,GH-GNN,Same_key_class_n,Similarity_max,Similarity_max_10,Similarity_max_30,Similarity_max_50,Similarity_max_100
870,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_CN(=O)=O_50.0,1.903598951,50.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CN(=O)=O,50.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,"Organofluorides_Allyl-type 1,3-dipolar organic compounds",2.007130146026612,1,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
871,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_CN(=O)=O_60.0,1.800058272,60.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CN(=O)=O,60.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,"Organofluorides_Allyl-type 1,3-dipolar organic compounds",1.7882604598999023,1,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
872,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_COC(C)=O_30.0,0.457424847,30.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,COC(C)=O,30.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Carboxylic acids and derivatives,0.4813177585601806,3,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
873,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_COC(C)=O_40.0,0.392042088,40.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,COC(C)=O,40.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Carboxylic acids and derivatives,0.4512128829956054,3,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
874,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_COC(C)=O_50.0,0.336472237,50.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,COC(C)=O,50.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Carboxylic acids and derivatives,0.422971248626709,3,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
875,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_COC(C)=O_60.0,0.31481074,60.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,COC(C)=O,60.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Carboxylic acids and derivatives,0.3964250683784485,3,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
876,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_Cc1ccccc1_30.0,0.058268908,30.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,Cc1ccccc1,30.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Benzene and substituted derivatives,-0.1685109138488769,8,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
877,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_Cc1ccccc1_40.0,0.029558802,40.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,Cc1ccccc1,40.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Benzene and substituted derivatives,-0.2171789407730102,8,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
878,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_Cc1ccccc1_50.0,0.009950331,50.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,Cc1ccccc1,50.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Benzene and substituted derivatives,-0.2628347873687744,8,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
879,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_Cc1ccccc1_60.0,-0.010050336,60.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,Cc1ccccc1,60.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Benzene and substituted derivatives,-0.305749773979187,8,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
880,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_ClC(Cl)(Cl)Cl_40.0,-0.210721031,40.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,ClC(Cl)(Cl)Cl,40.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Alkyl halides,-0.1993273496627807,3,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
881,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_ClC(Cl)(Cl)Cl_50.0,-0.210721031,50.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,ClC(Cl)(Cl)Cl,50.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Alkyl halides,-0.1868667602539062,3,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
882,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_ClC(Cl)(Cl)Cl_60.0,-0.223143551,60.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,ClC(Cl)(Cl)Cl,60.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Alkyl halides,-0.175154447555542,3,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
883,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_ClC(Cl)Cl_40.0,-0.040821995,40.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,ClC(Cl)Cl,40.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Alkyl halides,-0.6451998949050903,3,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
884,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_ClC(Cl)Cl_50.0,-0.061875404,50.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,ClC(Cl)Cl,50.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Alkyl halides,-0.5873937606811523,3,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
885,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_ClC(Cl)Cl_60.0,-0.083381609,60.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,ClC(Cl)Cl,60.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Alkyl halides,-0.5330578088760376,3,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
886,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_OCCCC_30.0,2.43798973,30.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCCCC,30.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Organooxygen compounds,2.552614212036133,21,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
887,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_OCCCC_40.0,2.386926241,40.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCCCC,40.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Organooxygen compounds,2.1714162826538086,21,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
888,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_OCCCC_50.0,2.214846179,50.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCCCC,50.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Organooxygen compounds,1.8138103485107424,21,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
889,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_OCCCC_60.0,2.050270164,60.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCCCC,60.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Organooxygen compounds,1.477670669555664,21,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
890,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_OCCC_30.0,2.58021683,30.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCCC,30.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Organooxygen compounds,2.600541114807129,21,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
891,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_OCCC_40.0,2.449279472,40.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCCC,40.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Organooxygen compounds,2.247447967529297,21,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
892,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_OCCC_50.0,2.282382386,50.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCCC,50.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Organooxygen compounds,1.916208267211914,21,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
893,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_OCCC_60.0,2.1102132,60.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCCC,60.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Organooxygen compounds,1.6048526763916016,21,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
894,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_OCC_30.0,2.721295428,30.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC,30.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Organooxygen compounds,2.647439956665039,21,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
895,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_OCC_40.0,2.629728234,40.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC,40.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Organooxygen compounds,2.36068058013916,21,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
896,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_OCC_50.0,2.439734931,50.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC,50.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Organooxygen compounds,2.091668128967285,21,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
897,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_OCC_60.0,2.307572635,60.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC,60.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Organooxygen compounds,1.8388071060180664,21,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
898,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_c1ccccc1_30.0,0.157003749,30.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,c1ccccc1,30.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Benzene and substituted derivatives,-0.2887721061706543,8,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
899,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_c1ccccc1_40.0,0.139761942,40.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,c1ccccc1,40.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Benzene and substituted derivatives,-0.3371328115463257,8,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
900,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_c1ccccc1_50.0,0.131028262,50.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,c1ccccc1,50.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Benzene and substituted derivatives,-0.3825000524520874,8,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
901,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F_c1ccccc1_60.0,0.113328685,60.0,CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,c1ccccc1,60.0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,Organofluorides_Benzene and substituted derivatives,-0.4251439571380615,8,1.0,0.6120996441281139,0.14468085106382977,0.0945945945945946,0.08311345646437995
902,CCCCCCCCCCCCCC(=O)N(C)C_ClC=CCl_53.2,-0.965011018,53.2,CCCCCCCCCCCCCC(=O)N(C)C,ClC=CCl,53.2,ClC=CCl,Solute,Fatty Acyls_Vinyl halides,-1.1767113208770752,10,1.0,0.25,0.125,0.1,0.06666666666666667
903,CCCCCCCCCCCCCC(=O)N(C)C_ClC=CCl_74.1,-0.8716846925,74.1,CCCCCCCCCCCCCC(=O)N(C)C,ClC=CCl,74.1,ClC=CCl,Solute,Fatty Acyls_Vinyl halides,-1.020527720451355,10,1.0,0.25,0.125,0.1,0.06666666666666667
904,CCCCCCCCCCCCCC(=O)N(C)C_ClC=CCl_93.9,-0.794550557,93.9,CCCCCCCCCCCCCC(=O)N(C)C,ClC=CCl,93.9,ClC=CCl,Solute,Fatty Acyls_Vinyl halides,-0.8889708518981934,10,1.0,0.25,0.125,0.1,0.06666666666666667
905,CCCCCCCCCCCCCC(O)=O_C1CCCCC1_65.12,0.087094707,65.12,CCCCCCCCCCCCCC(O)=O,C1CCCCC1,65.12,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Saturated hydrocarbons,0.0181591510772705,258,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
906,CCCCCCCCCCCCCC(O)=O_C1CCCCC1_65.14,0.085259844,65.14,CCCCCCCCCCCCCC(O)=O,C1CCCCC1,65.14,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Saturated hydrocarbons,0.0181861817836761,258,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
907,CCCCCCCCCCCCCC(O)=O_C1CCCCC1_75.15,0.063913326,75.15,CCCCCCCCCCCCCC(O)=O,C1CCCCC1,75.15,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Saturated hydrocarbons,0.0313300192356109,258,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
908,CCCCCCCCCCCCCC(O)=O_C1CCCCC1_85.18,0.0348227294999999,85.18,CCCCCCCCCCCCCC(O)=O,C1CCCCC1,85.18,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Saturated hydrocarbons,0.0437635779380798,258,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
909,CCCCCCCCCCCCCC(O)=O_CC(C)=O_65.12,0.357674444,65.12,CCCCCCCCCCCCCC(O)=O,CC(C)=O,65.12,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Organooxygen compounds,0.4898980855941772,161,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
910,CCCCCCCCCCCCCC(O)=O_CC(C)=O_65.14,0.377065634,65.14,CCCCCCCCCCCCCC(O)=O,CC(C)=O,65.14,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Organooxygen compounds,0.4897857904434204,161,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
911,CCCCCCCCCCCCCC(O)=O_CC(C)=O_75.05,0.310421559,75.05,CCCCCCCCCCCCCC(O)=O,CC(C)=O,75.05,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Organooxygen compounds,0.4358434677124023,161,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
912,CCCCCCCCCCCCCC(O)=O_CC(C)=O_75.15,0.300104592,75.15,CCCCCCCCCCCCCC(O)=O,CC(C)=O,75.15,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Organooxygen compounds,0.4353148937225342,161,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
913,CCCCCCCCCCCCCC(O)=O_CC(C)=O_85.18,0.2479672495,85.18,CCCCCCCCCCCCCC(O)=O,CC(C)=O,85.18,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Organooxygen compounds,0.3837873935699463,161,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
914,CCCCCCCCCCCCCC(O)=O_CC(C)CC(C)(C)C_65.12,0.427878703,65.12,CCCCCCCCCCCCCC(O)=O,CC(C)CC(C)(C)C,65.12,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Saturated hydrocarbons,0.4809751808643341,258,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
915,CCCCCCCCCCCCCC(O)=O_CC(C)CC(C)(C)C_75.15,0.408792898,75.15,CCCCCCCCCCCCCC(O)=O,CC(C)CC(C)(C)C,75.15,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Saturated hydrocarbons,0.493398904800415,258,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
916,CCCCCCCCCCCCCC(O)=O_CC(C)CC(C)(C)C_85.18,0.370183294,85.18,CCCCCCCCCCCCCC(O)=O,CC(C)CC(C)(C)C,85.18,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Saturated hydrocarbons,0.5051276087760925,258,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
917,CCCCCCCCCCCCCC(O)=O_CCC(O)C_65.12,0.152721087,65.12,CCCCCCCCCCCCCC(O)=O,CCC(O)C,65.12,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Organooxygen compounds,0.6553261280059814,161,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
918,CCCCCCCCCCCCCC(O)=O_CCC(O)C_65.14,0.187309098,65.14,CCCCCCCCCCCCCC(O)=O,CCC(O)C,65.14,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Organooxygen compounds,0.6550657749176025,161,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
919,CCCCCCCCCCCCCC(O)=O_CCC(O)C_75.05,0.115112807,75.05,CCCCCCCCCCCCCC(O)=O,CCC(O)C,75.05,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Organooxygen compounds,0.5295603275299072,161,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
920,CCCCCCCCCCCCCC(O)=O_CCC(O)C_75.15,0.102556588,75.15,CCCCCCCCCCCCCC(O)=O,CCC(O)C,75.15,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Organooxygen compounds,0.5283305644989014,161,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
921,CCCCCCCCCCCCCC(O)=O_CCC(O)C_85.18,0.0449509725,85.18,CCCCCCCCCCCCCC(O)=O,CCC(O)C,85.18,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Organooxygen compounds,0.4084446430206299,161,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
922,CCCCCCCCCCCCCC(O)=O_CCCCC=C_65.14,0.21511138,65.14,CCCCCCCCCCCCCC(O)=O,CCCCC=C,65.14,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Unsaturated hydrocarbons,0.2294427156448364,74,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
923,CCCCCCCCCCCCCC(O)=O_CCCCC=C_75.05,0.202124184,75.05,CCCCCCCCCCCCCC(O)=O,CCCCC=C,75.05,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Unsaturated hydrocarbons,0.2614372968673706,74,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
924,CCCCCCCCCCCCCC(O)=O_CCCCC=C_75.15,0.188137942,75.15,CCCCCCCCCCCCCC(O)=O,CCCCC=C,75.15,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Unsaturated hydrocarbons,0.2617508172988891,74,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
925,CCCCCCCCCCCCCC(O)=O_CCCCC=C_85.18,0.167207919,85.18,CCCCCCCCCCCCCC(O)=O,CCCCC=C,85.18,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Unsaturated hydrocarbons,0.2923128604888916,74,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
926,CCCCCCCCCCCCCC(O)=O_CCCCCCC_65.12,0.372252974,65.12,CCCCCCCCCCCCCC(O)=O,CCCCCCC,65.12,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Saturated hydrocarbons,0.3755943775177002,258,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
927,CCCCCCCCCCCCCC(O)=O_CCCCCCC_65.14,0.381855242,65.14,CCCCCCCCCCCCCC(O)=O,CCCCCCC,65.14,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Saturated hydrocarbons,0.3756031990051269,258,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
928,CCCCCCCCCCCCCC(O)=O_CCCCCCC_75.15,0.359770149,75.15,CCCCCCCCCCCCCC(O)=O,CCCCCCC,75.15,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Saturated hydrocarbons,0.3798879981040954,258,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
929,CCCCCCCCCCCCCC(O)=O_CCCCCCC_85.18,0.3368287425,85.18,CCCCCCCCCCCCCC(O)=O,CCCCCCC,85.18,CCCCCCCCCCCCCC(=O)O,Solvent,Fatty Acyls_Saturated hydrocarbons,0.3839412629604339,258,1.0,0.7105263157894737,0.5294117647058824,0.5185185185185185,0.37142857142857144
